protocol,scenario,aggregation,group,measurements,unique_molecules,pathogens,right_censored_measurements,left_censored_measurements,double_angle_measurements,r2,mae,rmse,spearman,pearson,r2_sample_sd,mae_sample_sd,rmse_sample_sd,spearman_sample_sd,pearson_sample_sd,r2_paper_legacy,mae_paper_legacy,rmse_paper_legacy,spearman_paper_legacy,pearson_paper_legacy,r2_multiplier_2,mae_multiplier_2,rmse_multiplier_2,spearman_multiplier_2,pearson_multiplier_2,delta_r2_vs_paper_legacy,delta_r2_vs_multiplier_2,delta_mae_vs_paper_legacy,delta_mae_vs_multiplier_2,delta_rmse_vs_paper_legacy,delta_rmse_vs_multiplier_2,delta_spearman_vs_paper_legacy,delta_spearman_vs_multiplier_2,delta_pearson_vs_paper_legacy,delta_pearson_vs_multiplier_2
strain,right_censored_multiplier_2,mean_across_groups,mean_across_groups,86340,,,14939,400,0,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,0.14631203675136834,0.07733002066862249,0.08613207064182274,0.10360168990827048,0.10070288606757763,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,-0.0001359846635458073,0.0,9.221084395305557e-05,0.0,8.39001527292993e-05,0.0,-0.00011200246942077996,0.0,-8.036955731682838e-05,0.0
strain,right_censored_multiplier_4,group,0,71405,15890.0,431.0,12423,286,0,0.4017772466571484,0.5982622704918256,0.7618658453582213,0.6268736453221225,0.6374923534211228,,,,,,0.41380215908332696,0.5536151569261932,0.7138597898110787,0.6323248775859809,0.6457931735938808,0.41371892617083417,0.5536954023448847,0.7139150781931262,0.6322275077534504,0.6457251562859604,-0.012024912426178536,-0.011941679513685743,0.044647113565632335,0.044566868146940886,0.048006055547142656,0.047950767165095165,-0.005451232263858352,-0.005353862431327849,-0.008300820172758017,-0.00823280286483763
strain,right_censored_multiplier_4,group,1,8146,5292.0,412.0,1129,49,0,0.6624114857597143,0.4566654277342805,0.60869349778566,0.827154666342478,0.8254005607633087,,,,,,0.6837493199500865,0.4211080911098371,0.5713910781489364,0.8323597111118026,0.8325692826923179,0.6837071004000594,0.4212928627742515,0.5715884441081335,0.832358189088092,0.8325674106363786,-0.021337834190372162,-0.02129561464034513,0.03555733662444338,0.035372564960028996,0.03730241963672354,0.03710505367752648,-0.005205044769324596,-0.005203522745613975,-0.007168721929009192,-0.007166849873069925
strain,right_censored_multiplier_4,group,2,6789,4739.0,419.0,1387,65,0,0.6260403087850224,0.4715691261513825,0.6165259981030422,0.7703298739669927,0.7935380063788596,,,,,,0.6467269101135311,0.4182584466853915,0.5587078002459894,0.7790134368093543,0.8044381045705238,0.6464444085854137,0.418270062134145,0.5587068463629327,0.7787763212573332,0.8042668852624334,-0.020686601328508747,-0.020404099800391373,0.053310679465990995,0.053299064017237496,0.05781819785705278,0.05781915174010954,-0.008683562842361603,-0.008446447290340497,-0.010900098191664154,-0.010728878883573767
strain,right_censored_multiplier_4,pooled,all_groups_pooled,86340,16558.0,1204.0,14939,400,0,0.44901615129673844,0.5749408940958303,0.7381601292377519,0.6621739711964294,0.6737208629550878,,,,,,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,-0.014832010739453727,-0.01475337576685698,0.044472182094320356,0.044386025941738794,0.047658416994580954,0.04759412426205123,-0.005926880730876327,-0.005829302489230748,-0.008854888557832452,-0.00879330933709832
strain,right_censored_multiplier_4,mean_across_groups,mean_across_groups,86340,,,14939,400,0,0.5634096804006284,0.5088322747924962,0.6623617804156412,0.7414527285438645,0.7521436401877636,0.1411541652131152,0.07780631821846819,0.08626199174826858,0.10321598224635754,0.1005608957841486,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,-0.018016449315019778,-0.01788046465147397,0.04450504321868881,0.044412832374735756,0.04770889101363973,0.04762499086091043,-0.006446613291848147,-0.006334610822427367,-0.008789880097810676,-0.008709510540493848
strain,right_censored_excluded,group,0,58982,14156.0,411.0,0,286,0,0.40213044126145636,0.5473643843125489,0.7057931885951109,0.6081208190485633,0.6463745705661456,,,,,,0.41380215908332696,0.5536151569261932,0.7138597898110787,0.6323248775859809,0.6457931735938808,0.41371892617083417,0.5536954023448847,0.7139150781931262,0.6322275077534504,0.6457251562859604,-0.011671717821870597,-0.011588484909377805,-0.006250772613644373,-0.006331018032335822,-0.008066601215967806,-0.008121889598015297,-0.024204058537417583,-0.02410668870488708,0.0005813969722647805,0.0006494142801851677
strain,right_censored_excluded,group,1,7017,4456.0,383.0,0,49,0,0.7057796477707274,0.41951499900501776,0.5645837025979402,0.8321179876241925,0.8426231050830217,,,,,,0.6837493199500865,0.4211080911098371,0.5713910781489364,0.8323597111118026,0.8325692826923179,0.6837071004000594,0.4212928627742515,0.5715884441081335,0.832358189088092,0.8325674106363786,0.02203032782064096,0.022072547370667994,-0.001593092104819338,-0.001777863769233723,-0.0068073755509961975,-0.0070047415101932575,-0.00024172348761009044,-0.00024020146389946984,0.010053822390703848,0.010055694446643115
strain,right_censored_excluded,group,2,5402,3868.0,381.0,0,65,0,0.6018686078807485,0.4111914801909211,0.5444003212947248,0.7351756013287145,0.7888617724273754,,,,,,0.6467269101135311,0.4182584466853915,0.5587078002459894,0.7790134368093543,0.8044381045705238,0.6464444085854137,0.418270062134145,0.5587068463629327,0.7787763212573332,0.8042668852624334,-0.04485830223278264,-0.04457580070466527,-0.007066966494470417,-0.007078581943223916,-0.014307478951264607,-0.014306525068207843,-0.0438378354806398,-0.04360071992861869,-0.015576332143148353,-0.015405112835057966
strain,right_censored_excluded,pooled,all_groups_pooled,71401,14785.0,1121.0,0,400,0,0.4583894392920672,0.5244974053519184,0.6820915246350189,0.6459862342005372,0.6847818520699568,,,,,,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,-0.005458722744124955,-0.005380087771528208,-0.005971306649591557,-0.006057462802173119,-0.008410187608152042,-0.008474480340681767,-0.022114617726768482,-0.022017039485122902,0.0022061005570365166,0.002267679777770648
strain,right_censored_excluded,mean_across_groups,mean_across_groups,71401,,,0,400,0,0.5699262323043107,0.45935695450282926,0.6049257374959253,0.7251381360004902,0.7592864826921808,0.154324161010281,0.07633021038649572,0.08793477263655539,0.11233541701144924,0.10141200691829302,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,-0.0114998974113375,-0.011363912747791693,-0.00497027707097808,-0.005062487914931135,-0.009727151906076204,-0.009811052058805503,-0.022761205835222453,-0.022649203365801673,-0.0016470375933934633,-0.001566668036076635
strain,all_censored_excluded,group,0,58696,14107.0,410.0,0,0,0,0.4022562295651313,0.5463177964739453,0.7039609188837983,0.6080821829575328,0.6462467042936128,,,,,,0.41380215908332696,0.5536151569261932,0.7138597898110787,0.6323248775859809,0.6457931735938808,0.41371892617083417,0.5536954023448847,0.7139150781931262,0.6322275077534504,0.6457251562859604,-0.011545929518195663,-0.011462696605702871,-0.007297360452247936,-0.0073776058709393855,-0.009898870927280368,-0.009954159309327859,-0.02424269462844808,-0.024145324795917578,0.00045353069973197435,0.0005215480076523615
strain,all_censored_excluded,group,1,6968,4426.0,380.0,0,0,0,0.7043240166065827,0.41808641303021876,0.5618293243193038,0.8323625035645728,0.8418546167296593,,,,,,0.6837493199500865,0.4211080911098371,0.5713910781489364,0.8323597111118026,0.8325692826923179,0.6837071004000594,0.4212928627742515,0.5715884441081335,0.832358189088092,0.8325674106363786,0.02057469665649625,0.020616916206523284,-0.0030216780796183396,-0.0032064497440327244,-0.009561753829632647,-0.009759119788829707,2.7924527701284063e-06,4.314476480749008e-06,0.009285334037341442,0.009287206093280709
strain,all_censored_excluded,group,2,5337,3832.0,379.0,0,0,0,0.6034700939847779,0.41031977677713843,0.5432404610634085,0.7353725992257615,0.7897314015378314,,,,,,0.6467269101135311,0.4182584466853915,0.5587078002459894,0.7790134368093543,0.8044381045705238,0.6464444085854137,0.418270062134145,0.5587068463629327,0.7787763212573332,0.8042668852624334,-0.043256816128753206,-0.04297431460063583,-0.007938669908253093,-0.007950285357006592,-0.01546733918258092,-0.015466385299524155,-0.04364083758359283,-0.04340372203157172,-0.014706703032692392,-0.014535483724602005
strain,all_censored_excluded,pooled,all_groups_pooled,71001,14724.0,1116.0,0,0,0,0.4582388684938199,0.5235105443090781,0.6803215039152797,0.6459129480138442,0.6844852675425588,,,,,,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,-0.005609293542372273,-0.005530658569775526,-0.006958167692431849,-0.007044323845013412,-0.010180208327891238,-0.010244501060420963,-0.022187903913461482,-0.022090325671815902,0.0019095160296385139,0.0019710952503726453
strain,all_censored_excluded,mean_across_groups,mean_across_groups,71001,,,0,0,0,0.5700167800521639,0.45824132876043416,0.6030102347555035,0.7252724285826223,0.7592775741870345,0.1537874512170464,0.0763752465353716,0.08791852437777066,0.11248077897207395,0.10129753477815305,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,-0.01140934966348428,-0.011273364999938473,-0.0060859028133731785,-0.006178113657326234,-0.01164265464649794,-0.01172655479922724,-0.022626913253090297,-0.022514910783669517,-0.0016559460985398067,-0.0015755765412229783
