species,atcc_number,accepted_name,strain_designation,biosafety_level,has_genome,genome_url,type_strain,web_available,isolation_source,category
Sporothrix schenckii,52408,Sporothrix schenckii,"JZ 6.2 [LBG P 2198, NRRL Y-11307]",BSL 2,False,,False,True,Sewage sludge of triazine herbicide processing plant,Fungi
Sporothrix schenckii,62874,Sporothrix schenckii,Sp-1901/3a,BSL 2,False,,False,True,Lymphocutaneous lesion on arm of Indian woman,Fungi
Sporothrix schenckii,62875,Sporothrix schenckii,Sp-1901/3b,BSL 2,False,,False,True,Lymphocutaneous lesion on arm of Indian woman,Fungi
Sporothrix schenckii,28388,Sporothrix schenckii,IP 29 ,BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,28184,Sporothrix schenckii,338 [49471],BSL 2,False,,False,True,Arm lesion,Fungi
Sporothrix schenckii,28183,Sporothrix schenckii,335 [Pike 41424],BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,28515,Sporothrix schenckii,128684,BSL 2,False,,False,True,Canine,Fungi
Sporothrix schenckii,28906,Sporothrix schenckii,B- ,BSL 2,False,,False,True,Knee lesion ,Fungi
Sporothrix schenckii,38573,Sporothrix schenckii,ADRI-306 ,BSL 2,False,,False,True,Ear of dog,Fungi
Sporothrix schenckii,32283,Sporothrix schenckii,RV 14939 [358],BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,32286,Sporothrix schenckii,RV 14955 [432],BSL 2,False,,False,True,Pustule on hand,Fungi
Sporothrix schenckii,32284,Sporothrix schenckii,RV 14940 [361],BSL 2,False,,False,True,Ulcerous leg lesion,Fungi
Sporothrix schenckii,32285,Sporothrix schenckii,RV 14949 [379],BSL 2,False,,False,True,Lymphangitis of forearm,Fungi
Sporothrix schenckii,38104,Sporothrix schenckii,,BSL 2,False,,False,True,cerebrospinal fluid,Fungi
Sporothrix schenckii,34898,Sporothrix schenckii,UL ,BSL 2,False,,False,True,Chronic sporotrichosis of hand,Fungi
Sporothrix schenckii,32937,Sporothrix schenckii,Kurume 23 ,BSL 2,False,,False,True,Soil,Fungi
Sporothrix schenckii,32791,Sporothrix schenckii,KO 4804T ,BSL 2,False,,False,True,Cutaneous sporotrichosis,Fungi
Sporothrix schenckii,32790,Sporothrix schenckii,KO 4606 ,BSL 2,False,,False,True,Cutaneous sporotrichosis,Fungi
Sporothrix schenckii,32795,Sporothrix schenckii,IFO 5984 ,BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,MYA-4822,Sporothrix schenckii,M-64,BSL 2,False,,False,True,Skin,Fungi
Sporothrix schenckii,MYA-4820,Sporothrix schenckii,IPEC 15383,BSL 2,False,,False,True,Disseminated cutaneous and osteoarticular sporotrichosis,Fungi
Sporothrix schenckii,MYA-4821,Sporothrix schenckii,1099-18,BSL 2,False,,False,True,Subcutaneous tissue,Fungi
Sporothrix schenckii,26331,Sporothrix schenckii,Nixon (C 31) ,BSL 2,False,,False,True,Sputum,Fungi
Sporothrix schenckii,26334,Sporothrix schenckii,patient Spell (C 42) ,BSL 2,False,,False,True,Cerebrospinal fluid,Fungi
Sporothrix schenckii,26337,Sporothrix schenckii,patient Boozer (C 45) ,BSL 2,False,,False,True,Sputum,Fungi
Sporothrix schenckii,26333,Sporothrix schenckii,W 183 (C 33) ,BSL 2,False,,False,True,Hay,Fungi
Sporothrix schenckii,26327,Sporothrix schenckii,180 (C 25) ,BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,PTS-10212,Sporothrix schenckii,NIH 7019 ,BSL 2,False,,False,False,Sporotrichosis,Fungi
Sporothrix schenckii,16345,Sporothrix schenckii,Sinai L.S [F76],BSL 2,False,,False,True,Diffusing lung infection,Fungi
Sporothrix schenckii,14284,Sporothrix schenckii,NIH 7042 ,BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,26338,Sporothrix schenckii,patient Despensa (C 46) ,BSL 2,False,,False,False,Aspirate from elbow,Fungi
Sporothrix schenckii,26335,Sporothrix schenckii,patient Thornton (C 43) ,BSL 2,False,,False,False,Bone marrow from humerus,Fungi
Sporothrix schenckii,26336,Sporothrix schenckii,patient Flucas (C 44) ,BSL 2,False,,False,False,Aspirate from knee,Fungi
Sporothrix schenckii,26332,Sporothrix schenckii,70-76 (C 32) ,BSL 2,False,,False,False,Skin lesion,Fungi
Sporothrix schenckii,26330,Sporothrix schenckii,45-618-70 (C 30) ,BSL 2,False,,False,False,Subcutaneous lymphangitic lesions,Fungi
Sporothrix schenckii,26329,Sporothrix schenckii,1010 (C 27) ,BSL 2,False,,False,False,Greenhouse wood,Fungi
Sporothrix schenckii,26328,Sporothrix schenckii,189 (C 26) ,BSL 2,False,,False,False,,Fungi
Sporothrix schenckii,10268,Sporothrix schenckii,IOC 2066 [Leao 2066],BSL 2,False,,False,True,Lymphangitis of arm,Fungi
Sporothrix schenckii,14285,Sporothrix schenckii,NIH 7043 ,BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,24647,Sporothrix schenckii,224,BSL 2,False,,False,False,Cold-stored frankfurter,Fungi
Sporothrix schenckii,10213,Sporothrix schenckii,NIH 7020 ,BSL 2,False,,False,True,Sporotrichosis,Fungi
Sporothrix schenckii,24646,Sporothrix schenckii,,BSL 2,False,,False,False,"Sporotrichosis, 6-year-old girl",Fungi
Sporothrix schenckii,26402,Sporothrix schenckii,,BSL 2,False,,False,False,"Sporotrichosis in Cantonese male, Hong Kong",Fungi
Sporothrix schenckii,10212,Sporothrix schenckii,NIH 7019 ,BSL 2,False,,False,True,Sporotrichosis,Fungi
Sporothrix schenckii,18616,Sporothrix schenckii var. luriei,"NCDC B 1040 [CBS 937.72, IMI 139135]",BSL 2,False,,True,True,Cranial infection,Fungi
Klebsiella variicola,BAA-3357,Klebsiella variicola,A3,BSL 2,True,https://genomes.atcc.org/genomes/bfa12e2477f44402,False,True,Aerial root mucilage of a sorghum plant,Bacteria
Klebsiella variicola,BAA-2552,Klebsiella variicola,342,BSL 2,True,https://genomes.atcc.org/genomes/3402d1f06a094d92,False,True,Corn plant,Bacteria
Klebsiella variicola,BAA-830,Klebsiella variicola,"F2R9 [CFNE 2004, DSM 15968]",BSL 1,True,https://genomes.atcc.org/genomes/21c5c1d709a64a91,True,True,Banana root; isolated March 2001,Bacteria
Klebsiella variicola,21210,Klebsiella variicola,NM-18 [NCDC 1215],BSL 2,False,,False,False,Derived from existing strain,Bacteria
Klebsiella variicola,31488-MINI-PACK,Klebsiella variicola,PS-53,BSL 2,False,,False,True,Soil,Bacteria
Klebsiella variicola,31488,Klebsiella variicola,PS-53,BSL 2,True,https://genomes.atcc.org/genomes/526ae14a7d694ae3,False,True,Soil,Bacteria
Klebsiella variicola,BAA-3426-NGS-PACK,Klebsiella variicola,GTVSS-026,BSL 2,True,https://genomes.atcc.org/genomes/fdc82ce96add490d,False,True,Garam masala hot spice mixture,Bacteria
Acinetobacter pittii,11959,Acinetobacter pittii,[R. Hugh 485],BSL 2,True,https://genomes.atcc.org/genomes/c2ec26dcdce443b9,True,True,Fulminating septicemia,Bacteria
Acinetobacter pittii,19004,Acinetobacter pittii,"57.071.228 [NCDC KC 739, R. Hugh 2425]",BSL 2,True,https://genomes.atcc.org/genomes/bb39a9872cfe4eb8,True,True,Cerebrospinal fluid,Bacteria
Citrobacter braakii,12012,Citrobacter braakii,,BSL 1,True,https://genomes.atcc.org/genomes/4ff2857aa4174e9a,False,True,,Bacteria
Citrobacter braakii,6750,Citrobacter braakii,M8BK [NCIB 8173 (Escherichia intermedia)],BSL 1,False,,False,True,Soil,Bacteria
Citrobacter braakii,51113,Citrobacter braakii,CDC 80-58,BSL 1,True,https://genomes.atcc.org/genomes/1b2008d00d45442d,True,True,Snake,Bacteria
Citrobacter braakii,BAA-3277,Citrobacter braakii,896955,BSL 2,True,https://genomes.atcc.org/genomes/27e87720abc344a8,False,True,Urine,Bacteria
Citrobacter braakii,BAA-3037,Citrobacter braakii,896955,BSL 2,True,https://genomes.atcc.org/genomes/e7e432dc35774a54,False,True,Urine,Bacteria
Citrobacter braakii,43162,Citrobacter braakii,MMS 4477,BSL 1,True,https://genomes.atcc.org/genomes/d73e101e77ea450b,False,True,Clinical isolate,Bacteria
Citrobacter braakii,29219,Citrobacter braakii,CDC 239/75,BSL 1,True,https://genomes.atcc.org/genomes/b66ebed6e3e449e5,False,True,Kidney,Bacteria
Citrobacter braakii,29063,Citrobacter braakii,,BSL 1,True,https://genomes.atcc.org/genomes/eeba22484e4c40c1,False,True,Haddock fillet,Bacteria
Citrobacter braakii,BAA-3428-NGS-PACK,Citrobacter braakii,GTVSS-028,BSL 2,True,https://genomes.atcc.org/genomes/f6d55ed3252b46cf,False,True,Cilantro,Bacteria
Citrobacter braakii,10787,Citrobacter braakii,"NCTC 7020 [BUCSAV 193, NCIB 7020 (Escherichia intermedia)]",BSL 1,False,,False,False,,Bacteria
Citrobacter braakii,10625,Citrobacter braakii,ETS 107,BSL 1,True,https://genomes.atcc.org/genomes/ca5860aec21a457d,False,True,,Bacteria
Citrobacter braakii,10053,Citrobacter braakii,5396/38,BSL 1,True,https://genomes.atcc.org/genomes/aabfa7ab5201465d,False,True,,Bacteria
Staphylococcus capitis,146,Staphylococcus capitis,[NRRL B-2616],BSL 1,True,https://genomes.atcc.org/genomes/f4d42c9b43ea4803,False,True,,Bacteria
Staphylococcus capitis,27840,Staphylococcus capitis subsp. capitis,LK 499,BSL 1,True,https://genomes.atcc.org/genomes/18749c7711004b68,True,True,Skin,Bacteria
Staphylococcus capitis,27843,Staphylococcus capitis subsp. capitis,JL 45,BSL 1,True,https://genomes.atcc.org/genomes/8102a1bc769444a5,False,True,Skin,Bacteria
Staphylococcus capitis,27842,Staphylococcus capitis subsp. capitis,MCS 11,BSL 1,False,,False,True,Skin,Bacteria
Staphylococcus capitis,27841,Staphylococcus capitis subsp. capitis,DM 267,BSL 1,True,https://genomes.atcc.org/genomes/937d36a8b6794e9f,False,True,Skin,Bacteria
Staphylococcus capitis,49324,Staphylococcus capitis subsp. urealyticus,CMM 8536,BSL 1,True,https://genomes.atcc.org/genomes/90e31949cf614056,False,True,External auditory meatus,Bacteria
Staphylococcus capitis,49325,Staphylococcus capitis subsp. urealyticus,CB 8730,BSL 1,True,https://genomes.atcc.org/genomes/21d5a08ca5d443fc,False,True,Inguinal area,Bacteria
Staphylococcus capitis,49326,Staphylococcus capitis subsp. urealyticus,MAW8436,BSL 1,True,https://genomes.atcc.org/genomes/576ad2a28afb4fa0,True,True,Skin,Bacteria
Staphylococcus capitis,49327,Staphylococcus capitis subsp. ureolyticus,DEM 8530,BSL 1,False,,False,True,Inguinal area,Bacteria
Staphylococcus capitis,35661,Staphylococcus capitis subsp. capitis,PRA 360 677,BSL 1,True,https://genomes.atcc.org/genomes/dcd7bfa1cc4e4a2c,False,True,,Bacteria
Staphylococcus capitis,35661-MINI-PACK,Staphylococcus capitis subsp. capitis,LRA 360 677,BSL 1,False,,False,False,,Bacteria
Staphylococcus caprae,BAA-3788,"Staphylococcus caprae
",Hay,BSL 1,False,,False,True,Blood from a human infant with sepsis,Bacteria
Staphylococcus caprae,55133,"Staphylococcus caprae
",Hay,BSL 1,False,,False,False,Blood from a human infant with sepsis,Bacteria
Staphylococcus caprae,51548,Staphylococcus caprae,2122,BSL 1,False,,False,True,Clinical isolate,Bacteria
Staphylococcus caprae,51549,Staphylococcus caprae,3051,BSL 1,False,,False,True,Clinical isolate,Bacteria
Staphylococcus caprae,35538,Staphylococcus caprae,143.22 [CCM 3573],BSL 1,True,https://genomes.atcc.org/genomes/342d00dc0f514eca,True,True,Goat milk,Bacteria
Streptococcus constellatus,9963,Streptococcus constellatus ,NIH 966,BSL 1,True,https://genomes.atcc.org/genomes/d58ef350a3f94488,False,True,Patient with ethmoid sinusitis,Bacteria
Streptococcus constellatus,27823,Streptococcus constellatus subsp. constellatus,"VPI 3810 [4055, CNCTC 6/89, SK 53]",BSL 2,True,https://genomes.atcc.org/genomes/f8d92ec70391444f,True,True,Probably from patient with purulent pleurisy,Bacteria
Streptococcus constellatus,27513,Streptococcus constellatus subsp. constellatus,VPI 7712,BSL 2,True,https://genomes.atcc.org/genomes/57ddd26d1541447b,False,True,Gastrostomy tube,Bacteria
Enterococcus avium,14025,Enterococcus avium,"NCTC 9938 [JCM 8722, NCDO 2369]",BSL 1,True,https://genomes.atcc.org/genomes/ad0a1fdbd71149e7,True,True,,Bacteria
Enterococcus avium,9274,Enterococcus avium,2,BSL 1,True,https://genomes.atcc.org/genomes/0e98184775d245fd,False,True,Brain of hen,Bacteria
Enterococcus avium,49603,Enterococcus avium,"NCDO 2370 [E6556, W18]",BSL 1,False,,False,True,,Bacteria
Enterococcus avium,49602,Enterococcus avium,NCDO 2366 [W33],BSL 1,False,,False,True,,Bacteria
Enterococcus avium,49463,Enterococcus avium,AmMS 112,BSL 1,False,,False,True,Clinical isolate,Bacteria
Enterococcus avium,35665,Enterococcus avium,LRA 33 01 81 [DSM 20 063],BSL 1,False,,False,True,,Bacteria
Corynebacterium amycolatum,6931,Corynebacterium amycolatum,NCTC 1914,BSL 2,True,https://genomes.atcc.org/genomes/0871d8112f864122,False,True,,Bacteria
Corynebacterium amycolatum,700207,Corynebacterium amycolatum,CIP 103821,BSL 2,True,https://genomes.atcc.org/genomes/db0c69868a394411,False,True,Blood,Bacteria
Corynebacterium amycolatum,700206,Corynebacterium amycolatum,CIP 100836,BSL 2,True,https://genomes.atcc.org/genomes/1866133f5a564e7f,False,True,Amniotic fluid,Bacteria
Corynebacterium amycolatum,49368,Corynebacterium amycolatum,NCFB 2768 [S160],BSL 2,True,https://genomes.atcc.org/genomes/0a65209f13c54246,True,True,,Bacteria
Corynebacterium urealyticum,43044,Corynebacterium urealyticum,3 [Garcia strain],BSL 2,True,https://genomes.atcc.org/genomes/58d99984b6aa47bb,False,True,Urine,Bacteria
Corynebacterium urealyticum,43044-MINI-PACK,Corynebacterium urealyticum,3 [Garcia strain],BSL 2,False,,False,True,Urine,Bacteria
Corynebacterium urealyticum,43043,Corynebacterium urealyticum,2 [Bajo strain],BSL 2,False,,False,True,Urine,Bacteria
Corynebacterium urealyticum,43042,Corynebacterium urealyticum,"1 [Armendariz strain, NCTC 12011]",BSL 2,True,https://genomes.atcc.org/genomes/27897673db13406e,True,True,Bladder stone,Bacteria
Corynebacterium urealyticum,33798,Corynebacterium urealyticum,205E,BSL 2,False,,False,True,Urine,Bacteria
Nocardia brasiliensis,700358,Nocardia brasiliensis,HUJEG-1,BSL 2,False,,False,True,Mycetoma; isolated July 1989,Bacteria
Nocardia brasiliensis,43748,Nocardia brasiliensis,UN/Mcb/M186,BSL 2,False,,False,True,Soil,Bacteria
Nocardia brasiliensis,27936,Nocardia brasiliensis,SL 54 [IARI 1852],BSL 2,False,,False,True,Soil,Bacteria
Nocardia brasiliensis,19296,Nocardia brasiliensis,"IMRU 845 [381; 631; 337, 842, IFO 14402]",BSL 2,True,https://genomes.atcc.org/genomes/632f76adf5b749cd,True,True,,Bacteria
Nocardia brasiliensis,19295,Nocardia brasiliensis,IMRU 744 [409],BSL 2,False,,False,True,,Bacteria
Nocardia brasiliensis,19297,Nocardia brasiliensis,IMRU 1117A,BSL 2,False,,False,True,Morphological variant derived from Bojalil's strain N-114,Bacteria
Nocardia brasiliensis,19298,Nocardia brasiliensis,IMRU 1117B,BSL 2,False,,False,False,Morphological variant derived from Bojalil's strain N-114,Bacteria
Nocardia brasiliensis,19019,Nocardia brasiliensis,CDC 45 [993; 413],BSL 2,True,https://genomes.atcc.org/genomes/0ad27cd6585747ad,False,True,Mycetoma of chest ,Bacteria
Nocardia brasiliensis,15907,Nocardia brasiliensis,RIA 638,BSL 2,True,https://genomes.atcc.org/genomes/89ba4f99a4814777,False,True,,Bacteria
Nocardia cyriacigeorgica,BAA-1537,Nocardia cyriacigeorgica,GUH-2,BSL 2,False,,False,True,Kidney transplant from fatal infection at Georgetown University Hospital; isolated by BL Beaman,Bacteria
Nocardia cyriacigeorgica,BAA-1518,Nocardia cyriacigeorgica,06-51518,BSL 2,False,,False,True,"Lung biopsy of patient with pneumonia; isolated January 19, 2006",Bacteria
Nocardia cyriacigeorgica,BAA-1516,Nocardia cyriacigeorgica,05-49102,BSL 2,False,,False,True,"Sputum; isolated August 19, 2005",Bacteria
Nocardia cyriacigeorgica,BAA-1519,Nocardia cyriacigeorgica,00-12607,BSL 2,False,,False,True,"Biopsy of pharyngeal abscess; isolated April 14, 2000",Bacteria
Nocardia cyriacigeorgica,BAA-1517,Nocardia cyriacigeorgica,02-50508,BSL 2,False,,False,True,"Tracheal aspirate of patient with Pneumonia; isolated March 26, 2002",Bacteria
Bacteroides caccae,43185,Bacteroides caccae,"VPI 3452A [CIP 104201T, JCM 9498]",BSL 2,True,https://genomes.atcc.org/genomes/dac70f96b67f4abe,True,True,Feces,Bacteria
Bacteroides caccae,700196,Bacteroides caccae,VPI 4227 [Prevot 2302],BSL 2,False,,False,True,Septicemia,Bacteria
Bacteroides caccae,700189,Bacteroides caccae,VPI 3596,BSL 2,True,https://genomes.atcc.org/genomes/7a964daa79d344bd,False,True,Feces,Bacteria
Prevotella bivia,29303,Prevotella bivia,"VPI 6822 [653C, NCTC 11156]",BSL 2,True,https://genomes.atcc.org/genomes/b25217f1ad3946b5,True,True,Endometrium,Bacteria
Candida haemulonii,22991,Candidozyma haemuli,"M 274 [CBS 5149, CCY 26-60-2, IFO 10001, IGC 3025, JCM 3762, NRRL Y-6693]",BSL 1,False,,True,True,"Gut contents of fish, Haemulon sciurus",Fungi
Aspergillus terreus,24921,Aspergillus terreus,P116 ,BSL 1,False,,False,True,Barley kernel,Fungi
Aspergillus terreus,24839,Aspergillus terreus," [IMI 16043, NCTC 3911]",BSL 1,False,,False,True,,Fungi
Aspergillus terreus,24548,Aspergillus terreus,61,BSL 1,False,,False,True,Poultry feed,Fungi
Aspergillus terreus,20589,Aspergillus terreus,"3174M [FERM-P 4726, FH-1007, IFO 6123]",BSL 1,False,,False,True,,Fungi
Aspergillus terreus,20516,Aspergillus terreus,G-2408 [NRRL 11156],BSL 1,False,,False,True,Soil,Fungi
Aspergillus terreus,201533,Aspergillus terreus,AT1 ,BSL 2,False,,False,True,Bronchoalveolar lavage fluid,Fungi
Aspergillus terreus,16794,Aspergillus terreus,"WB 680 [CBS 594.65, IMI 135817, NRRL 680; T-L-122, QM 7473]",BSL 1,False,,False,True,,Fungi
Aspergillus terreus,12238,Aspergillus terreus,F839 ,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,32587,Aspergillus terreus,14/II ,BSL 1,True,https://genomes.atcc.org/genomes/e5ee5f4949984b2a,False,True,Gamma mutant of NRRL 1960,Fungi
Aspergillus terreus,7860,Aspergillus terreus,USDA,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,66836,Aspergillus terreus,,BSL 2,False,,False,True,bovine fetus,Fungi
Aspergillus terreus,66654,Aspergillus terreus,P-762 ,BSL 1,False,,False,True,Creosote-treated southern pine pole,Fungi
Aspergillus terreus,62406,Aspergillus terreus,OKI 16/5 ,BSL 1,False,,False,True,Cellulose pulp,Fungi
Aspergillus terreus,62405,Aspergillus terreus,TUB F-107 ,BSL 1,False,,False,True,Decaying reed,Fungi
Aspergillus terreus,58135,Aspergillus terreus,TUB F-65 ,BSL 1,False,,False,True,Red soil,Fungi
Aspergillus terreus,52293,Aspergillus terreus,,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,52430,Aspergillus terreus,,BSL 1,False,,False,True,decayed timber,Fungi
Aspergillus terreus,42025,Aspergillus terreus,473,BSL 1,False,,False,True,Typha aungstata leaves,Fungi
Aspergillus terreus,58095,Aspergillus terreus,IFO 4100 ,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,46941,Aspergillus terreus,952,BSL 2,False,,False,True,Sputum,Fungi
Aspergillus terreus,46533,Aspergillus terreus,NRRL 1913 ,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,46503,Aspergillus terreus,NRRL 1921 ,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,46038,Aspergillus terreus,NRRL 6273 ,BSL 1,False,,False,True,Bale of hay,Fungi
Aspergillus terreus,64107,Aspergillus terreus,UNG1-40 ,BSL 1,False,,False,True,Mutant derived from ATCC 52430,Fungi
Aspergillus terreus,44678,Aspergillus terreus,RSP 691 ,BSL 2,False,,False,True,Leg of kori bustard,Fungi
Aspergillus terreus,64029,Aspergillus terreus,67-1150 [CDC B-986],BSL 2,False,,False,True,Sputum,Fungi
Aspergillus terreus,28865,Aspergillus terreus,S-712 ,BSL 1,False,,False,True,Soil of paddy field,Fungi
Aspergillus terreus,28301,Aspergillus terreus,Cross 23-69 ,BSL 2,False,,False,True,Spinal fluid in meningitis,Fungi
Aspergillus terreus,36364,Aspergillus terreus,3,BSL 1,False,,False,True,Clay soil,Fungi
Aspergillus terreus,74135,Aspergillus terreus,AoAt/NBJ-V [AoAt-NBJ/5],BSL 1,False,,False,False,Derived from Aspergillus oryzae transformed with A. terreus DNA,Fungi
Aspergillus terreus,MYA-3628,Aspergillus terreus,03-062-0736 ,BSL 2,False,,False,True,Boswell Hospital,Fungi
Aspergillus terreus,34648,Aspergillus terreus,NRRL 3319 ,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,34571,Aspergillus terreus,CCF 55 [BUCSAV 86; 12/b],BSL 1,False,,False,True,,Fungi
Aspergillus terreus,32626,Aspergillus terreus,75-2895 ,BSL 2,False,,False,True,Bovine placenta,Fungi
Aspergillus terreus,32590,Aspergillus terreus,K ,BSL 1,False,,False,True,Gamma mutant of NRRL 1960,Fungi
Aspergillus terreus,32589,Aspergillus terreus,25/III ,BSL 1,False,,False,True,Gamma mutant of NRRL 1960,Fungi
Aspergillus terreus,32588,Aspergillus terreus,21/I ,BSL 1,False,,False,True,Gamma mutant of NRRL 1960,Fungi
Aspergillus terreus,32515,Aspergillus terreus,20-2 ,BSL 1,False,,False,True,Sugarcane fuzz,Fungi
Aspergillus terreus,32513,Aspergillus terreus,15-4 ,BSL 1,False,,False,True,Sugarcane fuzz,Fungi
Aspergillus terreus,32514,Aspergillus terreus,6-6,BSL 1,False,,False,True,Sugarcane fuzz,Fungi
Aspergillus terreus,20064,Aspergillus terreus,1960,BSL 1,False,,False,False,Soil,Fungi
Aspergillus terreus,74064,Aspergillus terreus,MF5544 [PS-2-2R27],BSL 1,False,,False,False,,Fungi
Aspergillus terreus,32359,Aspergillus terreus,K 26 ,BSL 1,False,,False,True,Derived from ATCC 10020,Fungi
Aspergillus terreus,MYA-4898,Aspergillus terreus,IFO 7078,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,MYA-4897,Aspergillus terreus,TUB F-514,BSL 1,False,,False,True,Soil,Fungi
Aspergillus terreus,16792,Aspergillus terreus var. africanus,"WB 2399 [CBS 130.55, IMI 61457, NRRL 2399, NRRL A-3175, QM 1913]",BSL 1,False,,True,True,Soil,Fungi
Aspergillus terreus,11877,Aspergillus terreus var. aureus,,BSL 1,False,,False,True,Contaminant,Fungi
Aspergillus terreus,20542,Aspergillus terreus,MF4845 ,BSL 1,True,https://genomes.atcc.org/genomes/5f89bf5b4afb422a,False,True,,Fungi
Aspergillus terreus,26604,Aspergillus terreus,"patient 1, Scotland ",BSL 2,True,https://genomes.atcc.org/genomes/5ec79cd248c149eb,False,True,Ankylosing spondylitis,Fungi
Aspergillus terreus,10029,Aspergillus terreus,"NRRL 265 [5474.F11, QM 1992, WB 265]",BSL 1,False,,False,True,Soil,Fungi
Aspergillus terreus,20541,Aspergillus terreus,MF4833,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,11591,Aspergillus terreus,MD 2026 ,BSL 1,False,,False,True,,Fungi
Aspergillus terreus,201901,Aspergillus terreus,MF 329/97 ,BSL 2,False,,False,True,Bronchoalveolar lavage and sputum from patient with aspergilloma,Fungi
Aspergillus terreus,10070,Aspergillus terreus,NRRL 274 [5071.1],BSL 1,False,,False,True,Ear,Fungi
Aspergillus terreus,1012,Aspergillus terreus,"NRRL 255 [144, ATCC 10071, CBS 601.65, IMI 17294, LSHB Ac24, NCTC 981, QM 1991, VKM F-67, WB 255]",BSL 1,False,,True,True,Soil,Fungi
Aspergillus terreus,46560,Aspergillus terreus var. africanus,IFO 8835 ,BSL 1,False,,False,True,Soil,Fungi
Aspergillus terreus,10690,Aspergillus terreus,"QM 82-j [CBS 377.64, DSM 1958, IFO 6346, IMI 321320, IMI 45543, NRRL 571, QM 82J]",BSL 1,True,https://genomes.atcc.org/genomes/f3cbe4e2307a4375,False,True,Haversack,Fungi
